© 2000-2017 QIAGEN. All rights reserved.

Analysis Details for My Projects->Miyoung->11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM
Workspace	My Projects
Project	Miyoung
Analysis	11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM
Date	Wed Nov 22 07:55:53 PST 2017
Analysis ID	15713973

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Miyoung->11-15-2017_q0.05_EZH2 canonical_737 - 2017-11-22 10:55 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Neurological Disease, Organismal Injury and Abnormalities, Psychological Disorders	tauopathy	Tauopathy	3.58E-05	 	 	 	 	SLC6A6,PIK3IP1,MMP9,VLDLR,NR3C2,IL6,PPARG,C1R,MAP2,PROS1,TUBA1A,QPCT,SCN9A,SCD,SORL1,SCG5,LRP1,CYP39A1,ADGRL2,ADAM12,FRMD4B,SLC1A3,HSD11B1,SCP2,CNKSR2,SELENOP,NR4A2,LIPA,FRRS1,SNAP91,COCH,ATP8A1,IL1B,SLC2A3,VEGFA,C3orf67,CASP1,BCHE,LY75,NMNAT3,CXCL8,PTPRE,IL1A,SLC1A1,F3,APOE,MMP1,MAOB	48	
Organ Morphology, Organismal Development, Renal and Urological System Development and Function	morphology	Morphology of kidney	3.60E-05	 	 	 	 	BHLHE40,CCR1,NR3C2,MAGI2,LEPR,SSBP2,SPRY1,CFH,ITGA1,HSD11B1,CTBS,LIPA,HSD17B2,EYA1,CFI,EHD3,GDF15,VEGFA,SERPINB7,EGF,TSC22D1,CEBPB,APOE,GADD45A,LRRK2,XDH,BBS10,GJA1	28	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	gastric adenocarcinoma	Gastric adenocarcinoma	3.72E-05	 	 	 	 	PAM,FILIP1L,ST8SIA4,PCDHB6,SERPINB3,SSBP2,KLHL24,ATP2B2,MAP2,TUBA1A,SCN9A,GEM,SNAI2,MEGF9,CBLB,LRP1,ITPR1,LRRIQ3,VWDE,HMCN1,ZDBF2,PSG1,S1PR1,NR4A2,KYNU,PAQR6,TRIM22,C9orf84,KDR,EHD3,VEGFA,ITGA10,ARHGEF25,SERPINB7,DOCK3,FOCAD,PLAG1,ADD3,ZCWPW2,EML6,AIM2,RPS6KA2,C7orf57,PCDHB12,TRANK1,SCARF1,IFI16,LRRK2,PCDHB11,ADAM28,MMP9,F13A1,MAGI2,EFCAB7,CFH,KIAA1024,AXIN2,BEX2,CRTAM,GIMAP8,ADAMTSL4,KIF16B,SYCP2,PTPRR,ADAM22,MEGF6,ATP8A1,CUBN,BBS4,PSTPIP2,ENTPD4,HOXB3,ZNF334,B2M,PDK4,OFD1,SPEF2,RBM43,SLC4A3,COL4A6,SLC2A10,MALL,PAN2,NPHP1,RNF128	85	
Organ Morphology, Organismal Development	mass	Mass of genitourinary system	3.76E-05	 	 	 	 	VLDLR,SH3PXD2B,PPARG,PON3,FOS,FMO5,IL1R1,DUSP1,SYCP2,INSIG1,LIPA,CCNA1,HSD17B2,EHD3,GDF15,LGALS12,TRIB1,EGR1,PRDM1,EGF,OMA1,RAD21L1,TSC22D1,CEBPB,APOE,NPHP1,LRRK2,THRB	28	
Cancer, Organismal Injury and Abnormalities	growth	Growth of sarcoma	3.78E-05	 	 	 	 	TRIM22,EGF,IL15,KDR,IL1B,IL1R1,VEGFA,IL1A,CASP1,IL6,PPARG,RUNX2	12	
Cellular Development	differentiation	Differentiation of sarcoma cell lines	3.79E-05	 	 	 	 	TP63,ST8SIA4,FST,PPARG,MEF2C,NOV	6	
Cell-To-Cell Signaling and Interaction	activation	Activation of lymphatic system cells	3.83E-05	 	 	 	 	SATB1,BHLHE40,IL15,PTPN22,IL6,RAB29,PELI1,FOS,DPP4,DUSP1,CRTAM,MERTK,KLRC2,IL24,CBLB,ANGPT1,NR4A2,TNFSF13B,PAG1,TXNIP,IL1B,VEGFA,NR4A1,CD46,VIPR1,B2M,PRDM1,MGST1,LIFR,CXCL8,SAMSN1,RHOB,IL1A,GADD45A,APOE,FAS,GJA1,LYST	38	
Cellular Growth and Proliferation	colony formation	Colony formation of tumor cell lines	3.94E-05	 	 	 	 	CCNG2,SATB1,IL6,SPRY1,RPS6KA6,FOS,ANKRD1,SLFN5,SNAI2,TRIM22,TP63,VEGFA,NR4A1,CYP2J2,EGR1,EGF,RASD1,IL1A,NUPR1,DUSP6,GADD45A,EPAS1,IFI16,STEAP2,LUM,THRB,RUNX2,GJA1	28	
Cellular Development, Cellular Growth and Proliferation, Hematological System Development and Function, Lymphoid Tissue Structure and Development	proliferation	Proliferation of lymphocytes	3.94E-05	 	 	 	 	SATB1,BHLHE40,PDE5A,PELI1,KLF9,FOS,LPIN1,ARHGEF6,BTN2A2,MERTK,IL24,RGS2,CBLB,CYTIP,S1PR1,TNFSF13B,PAG1,TXNIP,IL1B,KDR,VEGFA,CD46,LY75,PRDM1,SAMSN1,MMP3,IL1A,GADD45A,FAS,CTH,PMAIP1,EFNB3,IL15,MMP9,PTPN22,LEPR,IL6,PPARG,VCAM1,LCP1,DPP4,LY96,IL1R1,DUSP1,CRTAM,ITGB3,TANK,EGR1,B2M,MEF2C,CEBPB,APOE,RORC,RNF128,LTBP1	55	
Connective Tissue Disorders, Inflammatory Response, Organismal Injury and Abnormalities	inflammation	Inflammation of connective tissue	3.94E-05	 	 	 	 	LY96,IL1B,VEGFA,FAS,IL6,STEAP2,SPRY1,OSMR	8	
Embryonic Development, Hair and Skin Development and Function, Organ Development, Organismal Development, Tissue Development	formation	Formation of skin	3.95E-05	 	 	 	 	SATB1,INTU,CTSV,TOM1L1,SNAP25,LAMA3,IL6,PPARG,EDA,FOS,LPIN1,ITGA1,IL24,ZFP36L1,CTSL,HBP1,TP63,TXNIP,KDR,KRT34,VEGFA,PRDM1,EREG,PTGER2,ARRDC3,EGF,EMP1,ATP7A,IL1A,FST,GJA1	31	
Connective Tissue Disorders, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	abnormal bone density	Abnormal bone density	3.98E-05	 	 	 	 	ATP6V0D2,MMP9,CTHRC1,NR3C2,B2M,PRDM1,IL6,PDE5A,PDE4B,PPARG,NOV,MFAP2,FOS,DPP4,CA12,GSN,CALCR,ITGB3,SOST,THRB,RUNX2	21	
Endocrine System Development and Function, Small Molecule Biochemistry	synthesis	Synthesis of hormone	3.98E-05	 	 	 	 	HSD17B2,IL1B,MMP9,NR4A1,EGR1,STC1,IL6,BMP2,PDE5A,CXCL8,AREG,EGF,IL1A,HSD3B1,CPQ,RUNX2,PLA2R1	17	
Cellular Development	differentiation	Differentiation of rhabdomyosarcoma cell lines	4.07E-05	 	 	 	 	TP63,ST8SIA4,FST,MEF2C,NOV	5	
Cellular Movement	homing	Homing of cells	4.08E-05	 	 	 	 	IL15,EDNRA,MMP9,CCR1,CCL20,LTB4R2,PDE4B,IL6,BMP2,PPARG,VCAM1,LCP1,DPP4,ITGA1,IL1R1,SCN9A,SNAI2,LRP1,ITGB3,ANGPT1,S1PR1,ACKR3,TRPM4,TP63,CCL28,IL1B,KDR,VEGFA,NR4A1,TRIB1,VIPR1,CXCL2,LIFR,NOV,CXCL8,EGF,GSN,RHOB,IL1A,ENPP2,DUSP6,APOE,FAS,LRRK2,GJA1,LYST	46	
Lipid Metabolism, Small Molecule Biochemistry	metabolism	Metabolism of membrane lipid derivative	4.39E-05	 	 	 	 	LPCAT4,SLC6A6,ST8SIA4,VLDLR,ASAH1,LEPR,FOS,LPIN1,PNPLA3,SCD,IL24,HSD17B7,LRP1,CYP39A1,SCP2,INSIG1,LIPA,HSD17B2,SERINC1,IL1B,KDR,VEGFA,SH3YL1,ITGB8,CXCL8,EGF,PCSK9,ENPP2,APOE,FAS,XDH,PLPP3,LYST	33	
Organismal Development	mass	Mass of organism	4.44E-05	 	 	 	 	VLDLR,GABBR1,NR3C2,IL6,LEPR,PPARG,PON3,STARD4,FOS,ATP2B2,LPIN1,IL1R1,DUSP1,SCD,GBP5,LRP1,ADAM12,LIPA,IL1B,BBS4,G0S2,OSMR,OMA1,RASD1,IL1A,CPE,FST,APOE,BBS2,MAOB	30	
Cancer, Organismal Injury and Abnormalities	neoplasia	Neoplasia of melanoma cell lines	4.65E-05	 	 	 	 	WSB1,DPP4,MMP3,TXNIP,MMP9,VEGFA,FAM26F,F3,EPAS1,CSRP3,CXCL8	11	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	non-Hodgkin disease	Non-Hodgkin disease	4.73E-05	 	 	 	 	SATB1,FILIP1L,NDNF,PCDHB6,LAMA3,CCL20,PDE5A,SSBP2,TCN1,KLHL24,LPIN1,ATP2B2,SRPX,TNIK,TUBA1A,SCN9A,CTSL,SPEG,ITPR1,VWDE,KIAA1551,NR4A2,TP63,PAG1,IL1B,KDR,VEGFA,KLRC3,PRDM1,CXCL8,OSMR,ABI3BP,EGF,AIM2,GSN,GADD45A,FAS,XDH,MMP1,GJA1,NNMT,IL15,HOXA13,MMP9,IL6,C1R,VCAM1,GREB1,DPP4,PDLIM3,ITGB3,PCDHB15,HMGCLL1,EYA1,COL4A5,EGR1,B2M,NEK3,OFD1,MIA2,LIFR,LIPG,VSTM4,TSC22D1,CEBPB,PTPRE,ANXA4,EPAS1,IDH1,RORC	70	
Organismal Functions, Organismal Injury and Abnormalities	healing	Healing of lesion	4.87E-05	 	 	 	 	TP63,MMP9,IL1B,VEGFA,CASP1,NR3C2,EGR1,IL6,EREG,EGF,MMP3,ANKRD1,IL1R1,GSN,ITGB3,FST,ANGPT1,LUM,GJA1	19	
Organismal Survival	organismal death	Organismal death	4.89E-05	 	 	 	 	SATB1,CTSV,ST8SIA4,LAMA3,NR3C2,SSBP2,PELI1,KLF9,FOS,SCN9A,SNAI2,SPEG,ITPR1,LRP1,ADAM12,S1PR1,TP63,TNFSF13B,SNAP91,TXNIP,KDR,SETBP1,ITGB8,PRDM1,PTGER2,AIM2,GSN,IL1A,SORBS2,FST,FAS,IL15,KDM4C,BTC,MMP9,CCR1,SNAP25,NEAT1,LTB4R2,MAGI2,LEPR,PDE4B,IL6,NKX3-2,LCP1,AREG,CA12,SNAP23,DUSP1,SCG5,SLC1A3,SYCP2,TNIP3,AKAP6,L3MBTL3,CSRNP3,ADAM22,TRPM4,SLC40A1,EYA1,SLC2A3,BBS4,TPMT,BCHE,B2M,LIFR,NOV,CNTN1,CEBPB,APOE,IDH1,RORC,CSRP3,RGS4,EAF2,DYNC2H1,LTBP1,PLPP3,PAM,EDNRA,GABBR1,BMP2,HEG1,MAP2,MERTK,IL24,ZFP36L1,CBLB,VPS41,ANGPT1,NR4A2,INSIG1,HSD17B2,IL1B,EHD3,RB1CC1,VEGFA,CASP1,CPT1B,SYNGAP1,RORA,CXCL8,CPEB2,IFIH1,ENPP2,GADD45A,LRRK2,XDH,RUNX2,THRB,DNAJB9,GJA1,INTU,HOXA13,VLDLR,ABCA5,ASAH1,F13A1,PPARG,SPRY1,PON3,VCAM1,CFH,MBTD1,PROS1,LY96,NLGN1,IL1R1,CALCR,HSD17B7,KCNJ8,ITGB3,SELENOP,ACKR3,LIPA,TANK,GCLC,GDF15,GBE1,HOXB3,VIPR1,CXCL2,MEF2C,F3,EPAS1,LUM,WNT9A,PLA2R1	148	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	plasma cell dyscrasia	Plasma cell dyscrasia	4.90E-05	 	 	 	 	CCNG2,SATB1,IL15,MMP9,GABBR1,PDE5A,IL6,LCP1,FOS,ATP2B2,TNIK,TUBA1A,CTSL,ITGB3,FRMD4B,FRRS1,COCH,IL1B,KDR,GDF15,VEGFA,C3orf67,EGR1,B2M,NEK3,PRDM1,CXCL2,LIFR,CXCL8,OSMR,GSN,PTPRE,ANXA4,IDH1,FAS,RUNX2,PLPP3	37	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	transport	Transport of steroid	4.90E-05	 	 	 	 	LIPA,FABP6,IL1B,GDF15,VLDLR,ABCA5,IL6,PPARG,STARD4,LIPG,MMP3,GSN,SCD,LRP1,AKR1C1/AKR1C2,APOE,SCP2	17	
Organismal Injury and Abnormalities, Tissue Morphology	hypertrophy	Hypertrophy of tissue	4.91E-05	 	 	 	 	EDNRA,IL1B,MMP9,GDF15,VEGFA,FHL1,STC1,IL6,LEPR,BMP2,PDE5A,PPARG,MEF2C,NKX3-2,MMP3,DUSP1,RPS6KA2,RGS2,SPEG,FST,RGS4,CSRP3,MMP1,RUNX2	24	
Cellular Movement	release	Release of cells	4.97E-05	 	 	 	 	IL1B,MMP9,SNAP25,ENPP2,PPARG,VCAM1,S1PR1	7	
Cell-To-Cell Signaling and Interaction, Cellular Growth and Proliferation	stimulation	Stimulation of tumor cell lines	4.97E-05	 	 	 	 	EGF,IL15,IL1B,VEGFA,IL24,IL1A,IL6	7	
Lipid Metabolism, Molecular Transport, Small Molecule Biochemistry	secretion	Secretion of steroid hormone	5.11E-05	 	 	 	 	BHLHE40,IL1B,ASAH1,VSNL1,FST,EGR1,APOE,HSD11B1,IL6	9	
Cell Morphology	abnormal morphology	Abnormal morphology of cells	5.11E-05	 	 	 	 	ATP6V0D2,BHLHE40,CTSV,ST8SIA4,GABBR1,CLCN6,LAMA3,DNER,ATP2B2,SRPX,MAP2,MERTK,SORL1,CBLB,CYTIP,HSD11B1,SCP2,S1PR1,INSIG1,SNAP91,TXNIP,IL1B,EHD3,RB1CC1,CTHRC1,VEGFA,CD46,TRIB1,CPEB4,ITGB8,PRDM1,LY75,SYNGAP1,PTGER2,ADD3,EGF,MMP3,RPS6KA2,CPEB2,SORBS2,GADD45A,FST,BBS2,LRRK2,RUNX2,THRB,GJA1,EFNB3,INTU,IL15,SLC6A6,MMP9,VLDLR,PTPN22,MAGI2,IL6,PPARG,CFH,AREG,ITGA1,DUSP1,SCG5,ITGB3,SLC1A3,SOST,SELENOP,ADAM22,LIPA,EYA1,RAPGEF4,BBS4,EGR1,B2M,PDK4,NOV,SLC4A3,OMA1,CNTN1,RDH12,RAD21L1,CEBPB,KREMEN1,F3,EPAS1,APOE,NPHP1,CSRP3,LUM,BBS10	89	
Organismal Injury and Abnormalities	fibrosis	Fibrosis of tissue	5.13E-05	 	 	 	 	EGF,PLOD2,IL1B,VEGFA,SETBP1,ENPP2,EGR1,IL6,IDH1,BMP2,SOST,RUNX2	12	
Cell Death and Survival, Organismal Injury and Abnormalities	apoptosis	Apoptosis of endothelial cells	5.18E-05	 	 	 	 	LIPA,IL1B,MMP9,KDR,VEGFA,CASP1,PPARG,CXCL8,EGF,RHOB,ISM1,LRP1,ANGPT1,DUSP6,FAS,XDH,LUM,PMAIP1,RUNX2	19	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	gastroesophageal adenocarcinoma	Gastroesophageal adenocarcinoma	5.21E-05	 	 	 	 	SLCO4C1,ST8SIA4,PCDHB6,SSBP2,KLHL24,TUBA1A,SCN9A,SNAI2,LRP1,ITPR1,LRRIQ3,HMCN1,PSG1,S1PR1,BEAN1,KYNU,PAQR6,TRIM22,C9orf84,KDR,CTHRC1,ARHGEF25,SERPINB7,HECW1,ADD3,ZCWPW2,EML6,AIM2,SCARF1,IFI16,TOM1L1,MMP9,MAGI2,IL6,AXIN2,GIMAP8,ADAMTSL4,KIF16B,SYCP2,AKAP6,ADAM22,MEGF6,ATP8A1,ZNF345,BBS4,PSTPIP2,ENTPD4,BCHE,B2M,SPEF2,RBM43,SLC4A3,PTPRE,MALL,NPHP1,RNF128,LYST,PAM,FILIP1L,ATP10D,SERPINB3,ATP2B2,MAP2,GEM,MEGF9,CBLB,VWDE,ZDBF2,NR4A2,EHD3,VEGFA,ITGA10,DOCK3,FOCAD,PLAG1,RPS6KA2,C7orf57,PCDHB12,TRANK1,LRRK2,PCDHB11,ADAM28,F13A1,EFCAB7,CFH,KIAA1024,BEX2,CRTAM,PTPRR,CUBN,HOXB3,ZNF334,PDK4,OFD1,COL4A6,SLC2A10,CPE,PAN2	98	
Cell-To-Cell Signaling and Interaction, Cellular Movement	recruitment	Recruitment of lymphatic system cells	5.22E-05	 	 	 	 	IL15,CCL28,IL1B,CCR1,VEGFA,CCL20,IL6,PELI1,VCAM1,CXCL8,FOS,IL1R1,S1PR1	13	
Cancer, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	leiomyomatosis	Leiomyomatosis	5.25E-05	 	 	 	 	GABBR1,NR3C2,PDE5A,PPARG,CFH,FOS,DUSP1,TTC37,MEGF9,ADAM12,FRMD4B,ANGPT1,RORB,NR4A2,NR4A1,PKIA,PDK4,MGST1,LIFR,RORA,PTGER2,IFIH1,SORBS2,FAS,RORC,LTBP1	26	
Cardiovascular Disease, Developmental Disorder, Neurological Disease, Organismal Injury and Abnormalities	intracranial arteriovenous malformation	Intracranial arteriovenous malformation	5.37E-05	 	 	 	 	MMP3,KDR,ANGPT1,IL6	4	
Dermatological Diseases and Conditions, Organismal Injury and Abnormalities	psoriasis	Psoriasis	5.37E-05	 	 	 	 	IL15,CTSV,MMP9,FAM26F,CCL20,SERPINB3,F13A1,PDE4B,IL6,PPARG,VCAM1,TCN1,FOS,DPP4,ITGA1,FMO5,DUSP1,IL24,CTSL,ADAM12,HSD3B1,SERPINB4,NR4A2,KYNU,TRIM22,TXNIP,IL1B,KDR,VEGFA,EGR1,G0S2,CMAHP,CXCL8,OSMR,GSN,CEBPB,IL1A,MALL,APOE,IFI16,RORC,mir-221,MMP1,GJA1	44	
Neurological Disease, Organismal Injury and Abnormalities, Psychological Disorders	dementia	Dementia	5.42E-05	 	 	 	 	NR3C2,MAP2,QPCT,SORL1,LRP1,CYP39A1,ADGRL2,ADAM12,HSD11B1,SCP2,CNKSR2,SNAP91,IL1B,VEGFA,CASP1,LY75,CXCL8,IL1A,MMP1,MAOB,SLC6A6,PIK3IP1,MMP9,VLDLR,CACNB4,IL6,PPARG,C1R,PROS1,CA12,SCD,SCG5,FRMD4B,SLC1A3,SELENOP,LIPA,FRRS1,COCH,ATP8A1,SLC2A3,GABRR2,C3orf67,BCHE,NMNAT3,MEF2C,PTPRE,F3,APOE,C9orf72	49	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking, Inflammatory Response	chemotaxis	Chemotaxis of leukocytes	5.43E-05	 	 	 	 	IL15,EDNRA,MMP9,CCR1,CCL20,IL6,PDE4B,PPARG,VCAM1,LCP1,DPP4,ITGA1,IL1R1,ITGB3,ANGPT1,S1PR1,ACKR3,TRPM4,CCL28,IL1B,KDR,VEGFA,VIPR1,CXCL2,CXCL8,GSN,RHOB,IL1A,APOE,LRRK2,LYST	31	
Tissue Development, Tissue Morphology	expansion	Expansion of epithelial tissue	5.56E-05	 	 	 	 	EGF,AREG,BTC,VEGFA,ANGPT1,LEPR,PTGER2,EREG	8	
Neurological Disease, Organismal Injury and Abnormalities	seizure disorder	Seizure disorder	5.59E-05	 	 	 	 	BHLHE40,ST8SIA4,MMP9,CCR1,GABBR1,CACNB4,ASAH1,CEMIP,IL6,KIAA1107,FOS,CA12,DUSP1,SCN9A,SCG5,RGS2,ITPR1,LOC102724428/SIK1,SLC1A3,KCNMB4,ADAM22,SNAP91,HAS3,IL1B,SLC2A3,RNF144A,GABRR2,NR4A1,TRIB1,EGR1,SYNGAP1,MEF2C,ARRDC3,SLC4A3,SLC1A1,DUSP6,GADD45A,APOE,RGS4,THRB	40	
Nutritional Disease	weight gain	Weight gain	5.65E-05	 	 	 	 	MMP9,SNAP25,TUB,NR3C2,STC1,LEPR,IL6,PPARG,PON3,FOS,FMO5,CA12,SCN9A,IL1R1,SCD,HSD11B1,SOST,IL1B,GDF15,VEGFA,NR4A1,CASP1,OMA1,F3,APOE,BBS2,XDH,BBS10,RUNX2	29	
Cell Signaling, Molecular Transport, Nucleic Acid Metabolism, Small Molecule Biochemistry	concentration	Concentration of cyclic AMP	5.84E-05	 	 	 	 	ATP2B4,IL1B,LGALS12,GABBR1,VIPR1,LEPR,PDE5A,NOV,CFH,PTGER2,CXCL8,EGF,CEBPB,IL1A,RGS2,LRP1,ANXA4,APOE,GJA1	19	
Cellular Development, Cellular Growth and Proliferation, Hair and Skin Development and Function, Organ Development, Tissue Development	proliferation	Proliferation of dermal cells	5.84E-05	 	 	 	 	CCNG2,INTU,TP63,CTSV,TOM1L1,IL6,KLF9,PTGER2,EREG,CXCL8,FOS,AREG,EGF,SNAI2,IL24,ZFP36L1,ITGB3,FST,THRB	19	
Organismal Development, Organismal Injury and Abnormalities	abnormal morphology	Abnormal morphology of abdomen	5.94E-05	 	 	 	 	SATB1,BHLHE40,LAMA3,SSBP2,FOS,SRPX,MERTK,SNAI2,HSD11B1,SCP2,TP63,HSD17B2,TNFSF13B,TXNIP,CFI,EHD3,RB1CC1,CTHRC1,VEGFA,TRIB1,PRDM1,PTGER2,EGF,AIM2,NUPR1,SCARF1,GADD45A,FAS,LRRK2,XDH,RUNX2,GJA1,IL15,MMP9,CCR1,ABCA5,ASAH1,PTPN22,MAGI2,IL6,PPARG,SPRY1,NKX3-2,CFH,AREG,ITGA1,DUSP1,SCG5,ITGB3,CTBS,LIPA,EYA1,GDF15,VIPR1,EGR1,B2M,NOV,RAD21L1,CEBPB,APOE,RORC,EAF2,BBS10,RNF128	64	
Cardiovascular Disease, Developmental Disorder, Neurological Disease, Organismal Injury and Abnormalities	congenital anomaly of cerebrovascular system	Congenital anomaly of cerebrovascular system	5.95E-05	 	 	 	 	MMP3,KDR,ANGPT1,IL6,SERPINI1	5	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	peroxisomal acyl CoA oxidase deficiency	Peroxisomal acyl CoA oxidase deficiency	5.95E-05	 	 	 	 	IL1B,IL1R1,CCR1,CEBPB,IL1A	5	
Cardiovascular System Development and Function, Cell-To-Cell Signaling and Interaction, Cellular Growth and Proliferation	stimulation	Stimulation of endothelial cells	5.95E-05	 	 	 	 	IL1B,VEGFA,IL1A,SPRY1,CXCL8	5	
Renal and Urological System Development and Function	morphology	Morphology of urinary system	6.13E-05	 	 	 	 	BHLHE40,CCR1,NR3C2,MAGI2,LEPR,SSBP2,SPRY1,CFH,ITGA1,HSD11B1,CTBS,LIPA,TP63,HSD17B2,EYA1,CFI,EHD3,GDF15,VEGFA,SERPINB7,EGF,TSC22D1,CEBPB,APOE,GADD45A,LRRK2,XDH,BBS10,GJA1	29	
Cancer, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	smooth muscle tumor	Smooth muscle tumor	6.13E-05	 	 	 	 	GABBR1,NR3C2,PDE5A,PPARG,CFH,FOS,TUBA1A,DUSP1,TTC37,MEGF9,CTSL,ADAM12,FRMD4B,ANGPT1,RORB,NR4A2,KDR,NR4A1,PKIA,PDK4,MGST1,LIFR,RORA,PTGER2,IFIH1,SORBS2,FAS,RORC,LTBP1	29	
Cellular Assembly and Organization, Cellular Function and Maintenance	organization	Organization of cytoplasm	6.17E-05	 	 	 	 	CTSV,NCAM2,KLF9,KLHL24,FOS,TMEM67,MID1IP1,RGS2,LRP1,ITPR1,ADAM12,TBC1D32,SCP2,HBP1,S1PR1,SNAP91,HAS3,KDR,ARHGEF25,ITGB8,ATP7A,GSN,IL1A,SORBS2,SCARF1,FAS,NNMT,SEC16B,TMEM106B,MAGI2,IL6,C16orf45,LCP1,AREG,IL1RAP,LOC102724428/SIK1,ADAM22,EYA1,BBS4,EGR1,CEP126,LIFR,OMA1,CNTN1,PTPRE,APOE,DYNC2H1,LYST,PAM,EDNRA,MRAS,DNER,BMP2,RAB29,LPIN1,MAP2,TNIK,ARHGEF6,GEM,MERTK,ANGPT1,AVIL,PTPRM,IL1B,VEGFA,CPEB4,NEURL1,SYNGAP1,UST,CXCL8,EGF,WDR19,RHOB,FMNL2,DOCK11,BBS2,LRRK2,GJA1,EFNB3,INTU,VLDLR,GMFG,TUB,IFT80,F13A1,PPARG,CHMP1B,ITGA1,NLGN1,IL1R1,ITGB3,GOLGA5,GDF15,RAPGEF4,CDC42EP5,NEK3,OFD1,SEMA3G,F3,EPAS1,BBS10	101	
Cancer, Cellular Movement, Organismal Injury and Abnormalities, Tumor Morphology	invasion	Invasion of tumor cells	6.19E-05	 	 	 	 	MMP9,BTC,GDF15,IL6,BMP2,NOV,AREG,EGF,DPP4,MMP3,ITGA1,SNAI2,RHOB,CTSL,F3,ENPP2,FAS,MMP1	18	
Cellular Movement, Hematological System Development and Function, Immune Cell Trafficking	transmigration	Transmigration of leukocytes	6.35E-05	 	 	 	 	LIPA,CTSV,MMP9,IL1B,GDF15,VEGFA,CCR1,STC1,CXCL2,PPARG,VCAM1,CXCL8,ENPP2,ITGB3,ACKR3	15	
Cancer, Organismal Injury and Abnormalities, Skeletal and Muscular Disorders	muscle tumor	Muscle tumor	6.44E-05	 	 	 	 	ALOX5AP,GABBR1,NR3C2,PDE5A,C7orf31,FOS,LPIN1,TUBA1A,MERTK,TTC37,MEGF9,CTSL,ADAM12,ANGPT1,ZDBF2,NR4A2,TP63,ATP2B4,KDR,RB1CC1,VEGFA,TRIB1,PKIA,MGST1,RORA,PTGER2,PCSK9,CPEB2,IFIH1,SORBS2,FAS,ZNF224,SEC16B,MMP9,ZBTB7C,PPARG,CFH,KIAA1024,DUSP1,CALCR,ACAD11,FRMD4B,DNHD1,RORB,ADAM22,NR4A1,PDK4,LIFR,RORC,LTBP1	50	
Cell-To-Cell Signaling and Interaction, Hematological System Development and Function, Inflammatory Response	binding	Binding of professional phagocytic cells	6.45E-05	 	 	 	 	IL15,IL1B,KDR,GDF15,CCR1,VEGFA,IL6,CXCL2,PPARG,CFH,VCAM1,LIPG,LCP1,CXCL8,IL1R1,RHOB,IL1A,F3,ITGB3,APOE	20	
Connective Tissue Disorders, Dermatological Diseases and Conditions, Developmental Disorder, Hereditary Disorder, Organismal Injury and Abnormalities	epidermolysis bullosa	Epidermolysis bullosa	6.49E-05	 	 	 	 	KLHL24,IL1R1,IL1B,LAMA3,IL1A,MMP1	6	
