© 2000-2017 QIAGEN. All rights reserved.

Analysis Details for My Projects->Miyoung->11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Workspace	My Projects
Project	Miyoung
Analysis	11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Date	Wed Nov 22 07:59:42 PST 2017
Analysis ID	15714034

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Miyoung->11-15-2017_q0.05_EZH2 non canonical_597 - 2017-11-22 10:59 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Hematological Disease, Organismal Injury and Abnormalities	hematological neoplasia	Hematological neoplasia	3.07E-08	 	 	 	 	DNA2,MYO5C,KIF21A,ZNF551,PKP2,ZNF462,E2F3,SBDS,CEP350,PCF11,INHBA,STAG1,ARID1B,FERMT2,FBN1,KAT6A,COL5A2,DOCK10,SMC6,BIRC6,SETD2,ICK,BRCA2,FLG,FAT3,DLAT,ARHGAP31,RSU1,HIPK1,SMARCA2,SYNE2,PIAS1,ZNF827,ROR1,SIPA1L2,AKAP12,CLIP1,PDE11A,PDE7A,FAR1,PTPN11,GRIP1,AKAP11,KLHL42,LRP4,CHUK,GLIS3,ZNF215,BRD3,EP300,RPL7L1,PDZD2,SMC5,KMT2C,RAPGEF6,PDE8A,ZHX1,PTPRK,MGA,PRKCA,ADAMTS12,BCL2,LUC7L2,C3orf52,MAML1,BDP1,BMI1,ZGRF1,TFDP1,PTGFRN,CHAC2,AHNAK,LATS1,STX11,FAM91A1,ITGAV,HLA-DQA1,CHD1,BARD1,ROCK2,ATP8B1,NUP153,RHPN2,NBN,TLR4,XRCC2,DICER1,SKP2,EXOC6B,PTPN21,SERPINB8,REV3L,EXOC5,POLQ,C15orf41,STRN,BCOR,CHORDC1,REL,BACH2,LDLRAD3,TCF12,COL4A1,MED13L,JAK2,B4GALNT1,AKAP2,MED1,JAK1,RIF1,SEMA3D,DCLRE1A,FRYL,MSX2,PPP3R1,GTF2I,ANKRD50,SREK1,DLEU2,ARID1A,ABHD2,TOP1,MASTL,APAF1,BUB1B,KMT2A,CBL,PPP4R2,NEK4,COL12A1,UBR5,E2F8,TRIO,BMPER,TRRAP,PLXNA2,SYDE2,ADCY7,PPAT,ETNK1,ANK2,NPAT,SCYL2,WEE1,IPO7,TAF13,DCAF12,IGSF3,PDPK1,ITSN2,LRRCC1,ARID2,CCL2,RB1,CAVIN2,GLS,DNMT3B	157	
DNA Replication, Recombination, and Repair	repair	Repair of DNA	3.14E-08	 	 	 	 	DNA2,ASCC3,TOP1,GTF2H3,PBRM1,DCLRE1B,ESCO2,NBN,XRCC2,ARID1B,REV3L,UBE2T,POLQ,RAD51D,TRRAP,FIGNL1,JAK2,EIF3A,CAAP1,RIF1,DCLRE1A,WEE1,BRIP1,BCL2,BMI1,PRMT6,BRCA2,SETD2,RB1,INIP,ARID1A,RECQL	32	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	tumorigenesis	Tumorigenesis of ovarian tumor	3.17E-08	 	 	 	 	LATS1,FUBP3,ZNF100,USF3,PKP2,ZNF551,BARD1,ATP8B1,E2F3,CEBPZ,NRXN3,NBN,TLR4,RAB9B,INHBA,STAG1,PPFIA1,ARID1B,POLQ,CORO2B,DIP2B,ZNF385B,ZNF92,JAK2,LEMD3,AKAP2,WNK1,ASPM,HBE1,KDM3B,BRIP1,FAM105A,MSX2,CMTM4,SORBS1,CACNA2D1,SETD2,BRCA2,SREK1,ARID1A,MYO9A,UTRN,FGF5,FLG,ACTR2,FAT3,GNB4,PBRM1,SMARCA2,TBC1D4,ATAD2,PHF20L1,ARHGEF26,CEP152,FRMPD3,DIO2,AGK,KIAA1524,CDK19,LNPEP,PDE7A,DGKH,CEP85,PTPN11,C2orf88,ANLN,TRIM36,SLMAP,ZNF215,MYCBP2,EP300,DGKI,OTUD4,KLHL29,BAHD1,KMT2C,IGSF3,MGA,NLRP3,UBR3,ADAMTS12,BCL2,MAPK1,SMG1,RB1,KAT6B,TFDP1	87	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	ovarian cancer	Ovarian cancer	3.89E-08	 	 	 	 	FUBP3,ZNF100,PKP2,ZNF551,E2F3,CEBPZ,NRXN3,INHBA,STAG1,PPFIA1,ARID1B,CORO2B,LEMD3,HBE1,KDM3B,FAM105A,SORBS1,SETD2,BRCA2,UTRN,NEK7,FLG,ACTR2,FAT3,GNB4,PBRM1,SMARCA2,PHF20L1,ARHGEF26,CEP152,FRMPD3,DIO2,SIPA1L2,AGK,PDE7A,DGKH,PTPN11,QKI,C2orf88,SLMAP,ZNF215,MYCBP2,EP300,DGKI,OTUD4,KLHL29,KMT2C,MGA,ADAMTS12,BCL2,SMG1,KAT6B,TFDP1,LATS1,USF3,CHD1,PCLAF,BARD1,ATP8B1,NBN,TLR4,RAB9B,POLQ,RAD51D,DIP2B,ZNF385B,COL4A1,ZNF92,JAK2,AKAP2,WNK1,ASPM,BRIP1,MSX2,CMTM4,CACNA2D1,SREK1,ARID1A,MYO9A,TOP1,FGF5,TBC1D4,ATAD2,KIAA1524,CDK19,UBR5,LNPEP,E2F8,CEP85,ANLN,TRIM36,BAHD1,IGSF3,NLRP3,UBR3,CCL2,MAPK1,RB1,ECT2,CYP24A1	100	
Cell Cycle	ploidy	Ploidy of cells	4.07E-08	 	 	 	 	DNA2,NEK7,EP300,WNK1,JAK1,CDK8,E2F3,XRCC2,CCP110,STAG1,PTPN11,E2F8,BCL2,SKP2,MKL2,BMI1,RB1,FBXO5,RECQL	19	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	neoplasia	Ovarian Cancer and Tumors	5.03E-08	 	 	 	 	FUBP3,ZNF100,PKP2,ZNF551,E2F3,CEBPZ,NRXN3,INHBA,STAG1,PPFIA1,ARID1B,CORO2B,LEMD3,HBE1,KDM3B,FAM105A,SORBS1,SETD2,BRCA2,UTRN,NEK7,FLG,ACTR2,FAT3,GNB4,PBRM1,SMARCA2,PHF20L1,ARHGEF26,CEP152,FRMPD3,DIO2,SIPA1L2,AGK,PDE7A,DGKH,PTPN11,QKI,C2orf88,SLMAP,ZNF215,MYCBP2,EP300,DGKI,OTUD4,KLHL29,KMT2C,MGA,ADAMTS12,BCL2,SMG1,KAT6B,TFDP1,LATS1,USF3,CHD1,PCLAF,BARD1,ATP8B1,NBN,TLR4,RAB9B,DICER1,POLQ,RAD51D,DIP2B,ZNF385B,COL4A1,ZNF92,JAK2,AKAP2,WNK1,DCLRE1A,ASPM,BRIP1,MSX2,CMTM4,CACNA2D1,SREK1,ARID1A,MYO9A,TOP1,FGF5,TBC1D4,ATAD2,KIAA1524,CDK19,UBR5,LNPEP,E2F8,CEP85,ANLN,TRIM36,BAHD1,IGSF3,NLRP3,UBR3,CCL2,MAPK1,RB1,ECT2,CYP24A1	102	
Cancer, Neurological Disease, Organismal Injury and Abnormalities	brain tumor	Brain tumor	5.32E-08	 	 	 	 	FAM91A1,USF3,ITGAV,HLA-DQA1,CHD1,RHPN2,NBN,XRCC2,VPS13B,DICER1,SKP2,EPDR1,ARID1B,AOX1,FAM120A,BCOR,SUSD5,CASP8AP2,AKAP2,BOC,ASPM,UHRF1,BRCA2,SETD2,ARID1A,RECQL,TOP1,FLG,CHD7,CBL,KHDRBS3,USP36,AKAP12,CLIP1,PDE11A,PTPN11,CCDC15,SPAG1,ANLN,JPH1,SYNJ1,TRRAP,COBL,QSER1,NEGR1,ITSN1,RC3H2,PPAT,EP300,OTUD4,ANK2,RIMS2,KMT2C,IGSF3,PDPK1,NLRP3,ADAMTS12,BCL2,BMI1,ICE1,GREB1L,RB1	62	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	ovarian adenocarcinoma	Ovarian adenocarcinoma	5.56E-08	 	 	 	 	LATS1,FUBP3,ZNF100,USF3,PKP2,ZNF551,BARD1,ATP8B1,E2F3,CEBPZ,NRXN3,TLR4,RAB9B,INHBA,STAG1,PPFIA1,ARID1B,POLQ,CORO2B,DIP2B,ZNF385B,ZNF92,JAK2,LEMD3,AKAP2,WNK1,ASPM,HBE1,KDM3B,BRIP1,FAM105A,MSX2,CMTM4,SORBS1,CACNA2D1,SETD2,BRCA2,SREK1,ARID1A,MYO9A,UTRN,FGF5,FLG,ACTR2,FAT3,GNB4,PBRM1,SMARCA2,TBC1D4,ATAD2,PHF20L1,ARHGEF26,CEP152,FRMPD3,DIO2,AGK,KIAA1524,CDK19,LNPEP,PDE7A,DGKH,CEP85,PTPN11,C2orf88,ANLN,TRIM36,SLMAP,ZNF215,MYCBP2,EP300,DGKI,OTUD4,KLHL29,BAHD1,KMT2C,IGSF3,MGA,NLRP3,UBR3,ADAMTS12,BCL2,MAPK1,SMG1,RB1,KAT6B,TFDP1	86	
Cancer, Organismal Injury and Abnormalities, Renal and Urological Disease	renal clear cell cancer	Renal clear cell adenocarcinoma	5.85E-08	 	 	 	 	HLA-DQA1,KIF21A,ZNF462,E2F3,NUP153,CEBPZ,PCF11,PANK1,NBN,TLR4,PPFIA1,N4BP2,ARID1B,REV3L,POLQ,SUSD5,TCF12,DCLRE1A,ASPM,DHX35,FAM105A,RAI14,BRCA2,SETD2,MAP2K6,ARID1A,SESTD1,FLG,PBRM1,SMARCA2,AIDA,PPM1E,MAN2A1,UBR5,ATP13A3,TCERG1,PTPN11,CCDC15,ANLN,MOCOS,GPHN,BRPF3,ASXL2,EP300,DGKI,PTPN3,NIPBL,ANK2,RIMS2,SCYL2,DCBLD1,KMT2C,IGSF3,ARID2,DPY19L1,C3orf52,MAPK1,BDP1,SVIL,RB1,KIF15,AHNAK	62	
Cell Cycle	interphase	Arrest in interphase	6.45E-08	 	 	 	 	LATS1,MASTL,ITGAV,DCAF1,NFYA,SMARCA2,KLF12,KMT2A,BARD1,PIAS1,E2F3,CBL,BORA,NBN,AGK,NEK4,INHBA,UBR5,MTBP,AKAP12,DDIAS,PPARGC1B,PTPN11,SKP2,REV3L,REL,CASP8AP2,JAK2,EP300,PPP2R2C,WEE1,PRKCA,CELF2,BCL2,GTF2I,MAPK1,RB1,MAP2K6,TFDP1,FBXO5	40	
Cancer, Organismal Injury and Abnormalities	clear-cell adenocarcinoma	Clear-cell adenocarcinoma	6.51E-08	 	 	 	 	HLA-DQA1,KIF21A,ZNF462,BARD1,E2F3,NUP153,CEBPZ,PCF11,PANK1,NBN,TLR4,PPFIA1,N4BP2,ARID1B,REV3L,POLQ,SUSD5,TCF12,DCLRE1A,ASPM,DHX35,FAM105A,RAI14,BRCA2,SETD2,MAP2K6,ARID1A,SESTD1,FLG,PBRM1,SMARCA2,AIDA,PPM1E,MAN2A1,UBR5,ATP13A3,TCERG1,PTPN11,CCDC15,ANLN,MOCOS,GPHN,BRPF3,ASXL2,EP300,DGKI,PTPN3,NIPBL,ANK2,RIMS2,SCYL2,DCBLD1,KMT2C,IGSF3,ARID2,DPY19L1,BCL2,C3orf52,MAPK1,BDP1,SVIL,RB1,KIF15,AHNAK	64	
Cancer, Endocrine System Disorders, Organismal Injury and Abnormalities, Reproductive System Disease	epithelial ovarian tumor	Malignant epithelial ovarian tumor	7.42E-08	 	 	 	 	LATS1,FUBP3,ZNF100,USF3,PKP2,ZNF551,BARD1,ATP8B1,E2F3,CEBPZ,NRXN3,TLR4,RAB9B,INHBA,STAG1,PPFIA1,ARID1B,POLQ,CORO2B,DIP2B,ZNF385B,ZNF92,JAK2,LEMD3,AKAP2,WNK1,ASPM,HBE1,KDM3B,BRIP1,FAM105A,MSX2,CMTM4,SORBS1,CACNA2D1,SETD2,BRCA2,SREK1,ARID1A,MYO9A,UTRN,TOP1,NEK7,FGF5,FLG,ACTR2,FAT3,GNB4,PBRM1,SMARCA2,TBC1D4,ATAD2,PHF20L1,ARHGEF26,CEP152,FRMPD3,DIO2,SIPA1L2,AGK,KIAA1524,CDK19,UBR5,LNPEP,PDE7A,DGKH,CEP85,PTPN11,C2orf88,ANLN,TRIM36,SLMAP,ZNF215,MYCBP2,EP300,DGKI,OTUD4,KLHL29,BAHD1,KMT2C,IGSF3,MGA,NLRP3,UBR3,ADAMTS12,BCL2,MAPK1,SMG1,RB1,KAT6B,TFDP1	90	
Dermatological Diseases and Conditions, Organismal Injury and Abnormalities	skin lesion	Skin lesion	7.93E-08	 	 	 	 	DNA2,MYO5C,C2CD5,TCF20,NRXN3,VPS13B,FAM196B,INHBA,DENND5B,PBK,ANKRD33B,MFHAS1,ARID1B,FAM120A,CORO2B,GTSE1,FERMT2,C1orf106,FBN1,CDYL2,BOC,HBE1,FAM135A,DHX35,APPL1,FAM105A,MCM9,COL5A2,MPHOSPH9,DOCK10,RAP1GAP2,SORBS1,BIRC6,DTWD2,PLK4,SETD2,ICK,AMIGO1,DLAT,ARHGAP31,PBRM1,SMARCA2,PHF20L1,DOCK4,PPP2R3A,SYNE2,DIO2,KHDRBS3,SIPA1L2,AGK,MAN2A1,HECW2,FKBP5,CLIP1,PRMT3,GRIP1,JPH1,KLHL42,SLMAP,CHUK,ITSN1,BRPF3,ZNF215,ASXL2,TAF2,TTF2,DGKI,OTUD4,PTPN3,SMC5,ZNF486,RAPGEF6,FAM49A,CC2D2B,MGA,ADAMTS12,DPY19L1,BCL2,LUC7L2,OSBPL11,BDP1,ZGRF1,HIPK2,CEP135,IKZF4,HLA-DQA1,MIS18BP1,BARD1,MYEF2,TUBGCP3,CRYBG3,RHPN2,TLR4,SKP2,PTPN21,SERTAD4,REV3L,FAM81A,SASS6,POLQ,BCOR,STXBP5,COL4A1,AHCTF1,ZNF92,WNK1,JAK1,KIAA2026,CRIM1,BRIP1,CACNA2D1,MAN1A2,LRCH3,CYBB,SEMA3E,MASTL,APAF1,PAXIP1,PAPPA,SPIN1,DDX21,YY2,ZNF90,HEATR3,GDAP1,TAF4,LNPEP,UBR5,E2F8,CEP85,PMEPA1,TRIM36,TRRAP,KIF14,QSER1,PLXNA2,RBM12B,VWA8,TMX3,RIMS2,BAHD1,EML1,CAP2,ZBED4,IGSF3,ZNF618,LRRC58,UBR3,LRRCC1,CEP78,ECT2,FNDC3A,CLASP2,PTPRB,KIF21A,CAMSAP2,PKP2,ZNF462,TEX2,ANKRD18A,MTBP,PPFIA1,CTDSPL2,AOX1,FYTTD1,ZCCHC2,SUSD5,RAD54L2,CENPK,DBR1,KDM3B,GOLIM4,RAI14,KLHL23/PHOSPHO2-KLHL23,BRCA2,UTRN,FLG,SAMHD1,FAT3,GTF2H3,KLF12,HIPK1,MB21D1,PHF2,TRPC3,CEP152,PIAS1,ZNF827,ROR1,FRMPD3,DOCK1,SLC12A2,ZNF782,USP36,AKAP12,PDE11A,PDE7A,DGKH,PPARGC1B,PTPN11,RFX7,AKAP11,SYNJ1,COBL,LRP4,SPATA13,GLIS3,NDST3,MYCBP2,BRD3,KHSRP,CAMK4,TRAK2,SLC41A1,EPHA4,SOS1,PDZD2,UNKL,KMT2C,HIGD1A,PTPRK,PRKCA,NCEH1,PARD3B,GREB1L,TFDP1,KIF15,KAT6B,AADAT,AHNAK,LATS1,CEP97,ASCC3,NEU3,USF3,FAM91A1,UTP20,KCNQ5,CHD1,KCNH1,ESCO2,ROCK2,ATP8B1,PGM2,XRCC2,DICER1,N4BP2,NHS,EXOC6B,SERPINB8,AGPS,ENOX1,ZNF326,MAGI3,STRN,GALNT13,CHORDC1,HHEX,REL,BACH2,ZNF385B,MED13L,AKAP2,B4GALNT1,MED1,RIF1,ATP2A2,NUP160,SEMA3D,ASPM,FRYL,EMSY,TMOD2,CHML,SCML2,ARID1A,FAM208B,MYO9A,TOP1,FGF5,CHD7,BUB1B,ATAD2,TAF3,KMT2A,CBL,HOMER1,NEK4,PPM1E,COL12A1,ATP13A3,TCERG1,WDHD1,TRIO,BMPER,SACS,NSUN6,COBLL1,SPATA5L1,MIS12,ADCY7,RC3H2,NIPBL,ANK2,ST6GALNAC5,NPAT,DCBLD1,IPO7,NLRP3,STXBP4,ARID2,KIDINS220,EIF4G3,MAPK1,SVIL,ICE1,RB1,CYP24A1,DNMT3B	319	
Cancer, Endocrine System Disorders, Gastrointestinal Disease, Organismal Injury and Abnormalities	pancreatic ductal adenocarcinoma	Pancreatic ductal adenocarcinoma	8.46E-08	 	 	 	 	DNA2,MYO5C,CLASP2,PTPRB,KIF21A,TEX2,E2F3,RASSF8,PCF11,NRXN3,FAM196B,ARID1B,AKAP1,RAD54L2,LEMD3,MYO1B,BOC,KDM3B,APPL1,MCM9,MPHOSPH9,CDK5R1,DOCK10,BIRC6,MKL2,PLK4,SETD2,UTRN,FLG,FAT3,PBRM1,KLF12,SMARCA2,DOCK4,SYNE2,PIAS1,SIPA1L2,MAN2A1,HECW2,STIL,CCDC15,GRIP1,RFX7,AKAP11,FIGNL1,CHUK,ITSN1,NDST3,BRPF3,TAF2,MYCBP2,PTPN3,KLHL29,SOS1,PDZD2,UNKL,KMT2C,MGA,PRKCA,CELF2,DPY19L1,BCL2,C3orf52,BDP1,SMG1,CEP135,ASCC3,ITGAV,DNAJC13,KCNQ5,ESCO2,TRAPPC10,NBN,TLR4,POLQ,SASS6,ENOX1,MAGI3,DIP2B,TCF12,COL4A1,MED13L,CASP8AP2,JAK2,WNK1,JAK1,RIF1,SEMA3D,DCLRE1A,CRIM1,FRYL,BRIP1,RBM24,ARID1A,FAM208B,MYO9A,SEMA3E,APAF1,CBL,ZNF90,TAF4,COL12A1,UBR5,WDHD1,TSPAN12,TRIO,SACS,NSUN6,COBLL1,NOC3L,MIS12,RC3H2,NIPBL,ANK2,ST6GALNAC5,RIMS2,WEE1,EML1,ZBED4,NLRP3,DDI2,ARID2,CEP78,ICE1,SVIL,RB1	126	
Cancer, Endocrine System Disorders, Gastrointestinal Disease, Organismal Injury and Abnormalities	pancreatic cancer	Pancreatic cancer	9.35E-08	 	 	 	 	DNA2,MYO5C,CLASP2,PTPRB,KIF21A,TEX2,E2F3,RASSF8,PCF11,NRXN3,FAM196B,ARID1B,AKAP1,RAD54L2,LEMD3,MYO1B,BOC,KDM3B,ADAMTS1,APPL1,MCM9,MPHOSPH9,CDK5R1,DOCK10,BIRC6,MKL2,PLK4,SETD2,BRCA2,UTRN,FLG,FAT3,PBRM1,KLF12,SMARCA2,DOCK4,SYNE2,PIAS1,SIPA1L2,MAN2A1,HECW2,STIL,CCDC15,GRIP1,RFX7,AKAP11,FIGNL1,CHUK,NDST3,ITSN1,BRPF3,TAF2,MYCBP2,EP300,PTPN3,KLHL29,SOS1,PDZD2,UNKL,KMT2C,MGA,PRKCA,CELF2,DPY19L1,BCL2,C3orf52,BDP1,SMG1,CEP135,ASCC3,ITGAV,DNAJC13,KCNQ5,CHD1,PCLAF,ESCO2,TRAPPC10,NBN,TLR4,XRCC2,POLQ,SASS6,ENOX1,MAGI3,DIP2B,TCF12,COL4A1,MED13L,CASP8AP2,JAK2,B4GALNT1,WNK1,JAK1,RIF1,SEMA3D,DCLRE1A,CRIM1,FRYL,BRIP1,MSX2,RBM24,ARID1A,FAM208B,MYO9A,TOP1,SEMA3E,APAF1,CBL,ZNF90,TAF4,COL12A1,UBR5,WDHD1,TSPAN12,TRIO,SACS,NSUN6,COBLL1,NOC3L,MIS12,RC3H2,NIPBL,ANK2,ST6GALNAC5,RIMS2,WEE1,EML1,ZBED4,NLRP3,DDI2,ARID2,CEP78,ICE1,SVIL,RB1	135	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	hematologic cancer	Hematologic cancer	1.00E-07	 	 	 	 	DNA2,MYO5C,KIF21A,ZNF551,PKP2,ZNF462,E2F3,SBDS,CEP350,PCF11,INHBA,ARID1B,FERMT2,FBN1,KAT6A,COL5A2,DOCK10,SMC6,BIRC6,SETD2,ICK,BRCA2,FLG,FAT3,DLAT,ARHGAP31,RSU1,HIPK1,SMARCA2,SYNE2,PIAS1,ZNF827,ROR1,SIPA1L2,AKAP12,CLIP1,PDE11A,PDE7A,FAR1,PTPN11,GRIP1,AKAP11,KLHL42,LRP4,CHUK,GLIS3,ZNF215,BRD3,EP300,RPL7L1,PDZD2,SMC5,KMT2C,RAPGEF6,PDE8A,ZHX1,PTPRK,MGA,PRKCA,ADAMTS12,BCL2,LUC7L2,C3orf52,MAML1,BDP1,BMI1,ZGRF1,TFDP1,PTGFRN,CHAC2,AHNAK,LATS1,STX11,FAM91A1,ITGAV,HLA-DQA1,CHD1,ROCK2,ATP8B1,NUP153,RHPN2,NBN,TLR4,XRCC2,DICER1,SKP2,EXOC6B,PTPN21,SERPINB8,REV3L,EXOC5,POLQ,C15orf41,STRN,BCOR,REL,BACH2,LDLRAD3,COL4A1,MED13L,JAK2,B4GALNT1,AKAP2,MED1,JAK1,RIF1,SEMA3D,DCLRE1A,FRYL,MSX2,PPP3R1,GTF2I,ANKRD50,SREK1,DLEU2,ARID1A,ABHD2,TOP1,MASTL,APAF1,BUB1B,KMT2A,CBL,PPP4R2,NEK4,COL12A1,UBR5,E2F8,TRIO,BMPER,TRRAP,PLXNA2,SYDE2,ADCY7,PPAT,ETNK1,ANK2,NPAT,SCYL2,WEE1,IPO7,TAF13,DCAF12,IGSF3,PDPK1,ITSN2,LRRCC1,ARID2,CCL2,RB1,CAVIN2,GLS,DNMT3B	153	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	lymphoid cancer	Lymphoid cancer	1.02E-07	 	 	 	 	DNA2,MYO5C,KIF21A,ZNF551,PKP2,ZNF462,E2F3,SBDS,CEP350,PCF11,INHBA,ARID1B,FERMT2,FBN1,KAT6A,COL5A2,DOCK10,SMC6,BIRC6,SETD2,ICK,BRCA2,FLG,FAT3,DLAT,ARHGAP31,RSU1,HIPK1,SMARCA2,SYNE2,PIAS1,ZNF827,ROR1,SIPA1L2,AKAP12,CLIP1,PDE11A,PDE7A,FAR1,PTPN11,GRIP1,AKAP11,KLHL42,LRP4,CHUK,GLIS3,ZNF215,BRD3,EP300,RPL7L1,PDZD2,SMC5,KMT2C,RAPGEF6,PDE8A,ZHX1,PTPRK,MGA,PRKCA,ADAMTS12,BCL2,LUC7L2,C3orf52,MAML1,BDP1,BMI1,ZGRF1,TFDP1,PTGFRN,CHAC2,AHNAK,LATS1,STX11,FAM91A1,HLA-DQA1,CHD1,ROCK2,ATP8B1,NUP153,RHPN2,NBN,TLR4,XRCC2,DICER1,SKP2,EXOC6B,PTPN21,SERPINB8,REV3L,EXOC5,POLQ,C15orf41,STRN,BCOR,REL,BACH2,LDLRAD3,COL4A1,MED13L,JAK2,B4GALNT1,AKAP2,MED1,JAK1,RIF1,SEMA3D,DCLRE1A,FRYL,MSX2,PPP3R1,GTF2I,ANKRD50,SREK1,DLEU2,ARID1A,ABHD2,TOP1,MASTL,APAF1,BUB1B,KMT2A,CBL,NEK4,COL12A1,UBR5,E2F8,TRIO,BMPER,TRRAP,PLXNA2,SYDE2,ADCY7,PPAT,ETNK1,ANK2,NPAT,SCYL2,WEE1,IPO7,TAF13,DCAF12,IGSF3,PDPK1,ITSN2,LRRCC1,ARID2,CCL2,RB1,CAVIN2,GLS,DNMT3B	151	
Cancer, Organismal Injury and Abnormalities	ductal carcinoma	Ductal carcinoma	1.09E-07	 	 	 	 	DNA2,MYO5C,CLASP2,PTPRB,KIF21A,TEX2,E2F3,RASSF8,PCF11,NRXN3,FAM196B,PPFIA1,ARID1B,AKAP1,FERMT2,RAD54L2,LEMD3,MYO1B,BOC,KDM3B,APPL1,MCM9,MPHOSPH9,CDK5R1,DOCK10,BIRC6,MKL2,PLK4,SETD2,BRCA2,UTRN,FLG,FAT3,PBRM1,KLF12,SMARCA2,DOCK4,SYNE2,PIAS1,SIPA1L2,MAN2A1,HECW2,STIL,CCDC15,GRIP1,RFX7,AKAP11,FIGNL1,CHUK,NDST3,ITSN1,BRPF3,TAF2,MYCBP2,PTPN3,KLHL29,SOS1,PDZD2,UNKL,KMT2C,MGA,PRKCA,CELF2,DPY19L1,BCL2,C3orf52,BDP1,SMG1,CEP135,ASCC3,ITGAV,DNAJC13,HLA-DQA1,KCNQ5,CHD1,ESCO2,TRAPPC10,NBN,TLR4,POLQ,SASS6,ENOX1,MAGI3,DIP2B,TCF12,COL4A1,MED13L,CASP8AP2,JAK2,WNK1,JAK1,RIF1,SEMA3D,DCLRE1A,CRIM1,FRYL,BRIP1,CCP110,RBM24,ARID1A,FAM208B,MYO9A,SEMA3E,APAF1,CBL,ZNF90,KIAA1524,GDAP1,TAF4,COL12A1,UBR5,WDHD1,TSPAN12,TRIO,SACS,NSUN6,COBLL1,NOC3L,MIS12,RC3H2,NIPBL,ANK2,ST6GALNAC5,RIMS2,WEE1,EML1,ZBED4,NLRP3,DDI2,ARID2,CEP78,ICE1,SVIL,RB1	134	
Gene Expression	expression	Expression of RNA	1.17E-07	 	 	 	 	VRK2,FUBP3,DCAF1,PRKAR2B,NFYA,ZNF462,E2F3,TCF20,CEBPZ,INHBA,ARID1B,RAD54L2,CENPK,HBE1,KAT6A,CDK5R1,MKL2,MDFIC,SFPQ,BRCA2,ACTR2,GTF2H3,PBRM1,KLF12,HIPK1,SMARCA2,PIAS1,ATXN1L,HECW2,ZBTB18,PPARGC1B,PTPN11,QKI,GRIP1,RCOR1,CHUK,GLIS3,ASXL2,TAF2,BRD3,EP300,CAMK4,TRAK2,SOS1,CRY1,ZHX1,HMGB2,PTPRK,MGA,PRKCA,BCL2,MAML1,SP3,BDP1,BMI1,SMG1,HIPK2,KAT6B,TFDP1,TFCP2L1,SETD7,IKZF4,CHD1,MYEF2,ROCK2,ATP8B1,GRHL1,TLR4,DICER1,POLR3G,ZNF326,BCOR,HHEX,REL,BACH2,UBP1,TCF12,AHCTF1,JAK2,ZBED3,MED1,JAK1,RIF1,CDK8,ASPM,CYP26B1,BRIP1,MSX2,PPP3R1,GTF2I,UHRF1,TEAD1,MEIS2,PRMT6,MAP2K6,ARID1A,TOP1,TAF1B,SPIN1,CHD7,ATAD2,DDX21,ZFYVE16,TAF3,KMT2A,YY2,NEK4,TAF4,UBR5,GTF2H2,E2F8,TCERG1,ETV3,TRRAP,ZMYND11,NIPBL,ANK2,NPAT,RIMS2,BAHD1,ZNF367,NLRP3,ARID2,CCL2,EIF4G3,MAPK1,RB1,ECT2,CAVIN2,TAF5L,DNMT3B,PYGO1,CYP24A1	133	
